GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro,gen_storage_energy_to_power_ratio,gen_can_suspend
Shanxi-Hydro_NonPumped-ep-30148,existing.30148,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,5.55,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30179,existing.30179,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,7.57,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30210,existing.30210,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,17.92,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30241,existing.30241,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,16.98,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30272,existing.30272,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,12.71,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30303,existing.30303,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,9.94,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30334,existing.30334,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,12.38,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30365,existing.30365,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,18.94,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30396,existing.30396,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,26.44,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30427,existing.30427,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,30.23,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30458,existing.30458,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,21.1,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30489,existing.30489,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,22.99,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30520,existing.30520,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,28.07,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30551,existing.30551,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,36.05,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30576,existing.30576,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,270.0,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30599,existing.30599,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,270.0,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30762,existing.30762,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,10.0,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30832,existing.30832,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,820.0,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30851,existing.30851,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,210.0,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30861,existing.30861,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,614.2,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30891,existing.30891,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,0.3,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30910,existing.30910,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,6.1,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30943,existing.30943,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,1.0,.,False,.,0.3,False,.,1
Shanxi-Hydro_NonPumped-ep-30963,existing.30963,Hydro_NonPumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,3968.771448181194,0.094,0.051,2.3,.,False,.,0.3,False,.,1
Shanxi-Hydro_Pumped-ep-35003,existing.35003,Hydro_Pumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,0.0,0.094,0.051,1285.18,.,False,0.74,0.4,True,24.0,1
Shanxi-Hydro_Pumped-ep-35029,existing.35029,Hydro_Pumped,Water,Shanxi,100,False,False,False,True,True,.,0.0,0.0,0.094,0.051,1200.0,.,False,0.74,0.4,True,24.0,1
Shanxi-Nuclear_SMR-13242,new.13242,Nuclear_SMR,Uranium,Shanxi,40,False,False,True,False,False,10.4,0.661461908030199,396.8771448181194,0.1112,0.0272,.,.,False,.,1.0,False,.,1
Shanxi-Residential_PV-310,new.310,Residential_PV,Solar,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0,0.02,520.0,.,False,.,0.0,False,.,1
Shanxi-Residential_PV-311,new.311,Residential_PV,Solar,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0,0.02,520.0,.,False,.,0.0,False,.,1
Shanxi-Residential_PV-312,new.312,Residential_PV,Solar,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0,0.02,520.0,.,False,.,0.0,False,.,1
Shanxi-Residential_PV-313,new.313,Residential_PV,Solar,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0,0.02,520.0,.,False,.,0.0,False,.,1
Shanxi-Residential_PV-314,new.314,Residential_PV,Solar,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0,0.02,520.0,.,False,.,0.0,False,.,1
Shanxi-Wind-1120,new.1120,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1122,new.1122,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1125,new.1125,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1160,new.1160,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1165,new.1165,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1175,new.1175,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1178,new.1178,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind-1179,new.1179,Wind,Wind,Shanxi,30,True,False,False,True,False,.,0.0,3968.771448181194,0.0139,0.02,2793.75,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40059,existing.40059,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,120.0,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40063,existing.40063,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,250.0,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40071,existing.40071,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,532.5,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40097,existing.40097,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,1072.5,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40125,existing.40125,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,1184.5,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40152,existing.40152,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,1252.5,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40180,existing.40180,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,2276.8,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40208,existing.40208,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,1018.5,.,False,.,0.0,False,.,1
Shanxi-Wind_EP-ep-40233,existing.40233,Wind_EP,Wind,Shanxi,30,True,False,False,True,False,.,0.0,0.0,0.0139,0.02,1009.0,.,False,.,0.0,False,.,1
